,text,No_of_tags,Tag,Month,No_of_ans,vote_ans,qual_ans,has_accepted_ans,has_code_col,question_text_len,user_reputation,No_of_votes,quality,predicted_classlabel
2159, i have an application which uses javafx. it contains a listview (which uses a observablelist). i added a changelistener using         and it works fine. every time i select an oher item  the listener is called.    but it is also called when i remove an element from the observablelist. after the element is removed  an other element of the list is automatically selected and the listener is called.    how can i prevent this behaviour?    thanks!  ,3,javafx,2,3,1 0 0,50 0 38,0,1,449,142,0,38,0
2160," i have a javafx with tabpane which holds java objects with data into different tabs. i found that when the content of the tab takes time to load because there are sql queries for execution the application just hangs. is there any way to display some \""loading\""  message during the content utilization? for example:         is there any workaround to solve this in javafx or java?    p.s i tested this code sample but i get error when i try to run the code:         can you help me to solve this issue.    another attempt to solve the issue:         this time the result is null.    and another unsuccessful attempt.       ",4,javafx,2,2,3 3,100 50,1,1,624,180,1,56,1
2161, i've made 1 function in javafx i'm new in java don't know much functions about it and maybe its a silly question but what i did is i made 1 function which do a http call to google and get its response i found the result structure and select it but its a full string of 10 records i want all 10 records separate for example record is          its 10 li with class g but i want all it in sep. so i can show this li's according to me what i'm looking for is loop according to element class or all these elements in 1 array so i can write loop for it    codes :       ,2,javafx,2,2,1 1,100 71,0,1,565,1388,0,71,1
2162, hi i need to upgrade gui from swt to javafx and have problem straight at the beginning. the main class inherits from thread and is being run from a certain method (interface implementation):         my fx gui is created with scenebuilder. question is how to manage controller to start in a different thread as it is instantiated automatically ?  ,4,javafx,1,2,1 0,50 62,1,1,347,33,1,62,1
2163, i have a class     that has getters and setters.    when i try to set the:         with values from a textfield like:         i get the error message:       incopatible types: cannot be converted to newbeautifulkiwi      here are the classes in full (the necessary extracts for this question)         how can i pass the textfield value to the setter?  ,2,javafx,1,3,1 0 0,91 56 0,1,1,353,78,1,90,1
2164, in the following code  i have used a wrong file name (wrongfilename.fxml) to get loaded  in order to test catch block. however  the statements inside the catch block doesn't execute. please note  even when there is no statement to print the stack trace on the console  still stack trace gets printed. please let me know  why this is happening?          stack trace:       ,2,javafx,1,2,0 0,77 56,1,1,373,38,0,88,1
2165, always when i try to get the width of an array in java it just returns 0 and i dont know why. can somebody explain to me how it is done right?         hope you got an idea what i have to do.    @tomsontom    did this:         but it didnt worked - can you explain me more precisely what i need to do?  ,4,javafx,1,3,3 1 0,0 91 60,1,1,303,43,1,100,1
2166,    class  is final. it contains method    which is protected.    how to use it then?     update     the question is not about   adn/or   keywords  but about why this is done this way? what is the reason to have protected members in final classes?  ,4,javafx,1,4,1 0 0 0,79 51 81 88,0,1,249,5218,1,42,0
2167, i have this javascript code :         in the server side i did this :           was correct  but   was  .    thanks  your help is appreciated.  ,4,javascript,12,4,0 0 0 0,67 0 75 57,0,1,145,14,0,57,1
2168, if the following function is called in node v0.10.26:         with the input:         i expected that the following would be returned as substring matches (as happens when a similar function is called in java)         but only the following is returned         i hoped that   would yeild         but only get the following         i suspect the issue is something to do with the   group. i think this is known as a reluctant quantifier. is it even supported by javascript? if not  is there a workaround? any help greatly appreciated.  ,4,javascript,12,2,0 0,100 38,0,1,536,248,0,38,0
2169, i have a number 10.625    in javascript         in java          how i can achieve unique output both at client and server side?  ,3,javascript,12,5,3 1 0 0 0,80 71 0 100 96,1,1,131,3270,0,70,1
2170, i have q question regarding javascipt date  i follow the example in w3school to get the clock  and it will refresh automatically  it works fine but it show my local current time  which i dont want.     instead i want it to show my server time  because the program will run in my server so in java if i put the following:         it will actually get the server time. i wonder why the following code will get my locale time(my pc time  not my server time) even i change to    var t = d.tostring();       ,2,javascript,12,4,1 0 0 0,90 100 75 88,1,1,504,30,0,65,1
2171, in my servlet:         in javascript:          how can i get the array object without using json so i can loop through it? is my only option json and xml?   ,4,javascript,12,2,2 2,89 100,1,1,158,2125,2,71,1
2172, i have one json object and in the same javascript i have two file upload objects to upload a file. when i am trying to do this request is not going to the controller. i have tried like this.         anyone know any other way to implement this as in json object with file object? i'm getting only the file name which was uploaded earlier but now on this post i want to save this in a specific folder.    edit: this in not on form submit i am updating a div content by this json object values and so submit button is not in the div or jsp form its button of dialog box so i am calling one java script from their and in that i have json values as well as i'm getting file objects all three i want to send to controller.    please refer i have asked the question for the same  i am trying to do a ajax post call but request is not going to controller        my controller logic not sure what needs to write i have just tried         edit:::    my js function all the div are in one form:       ,5,javascript,12,2,2 1,77 100,1,1,991,29,0,45,0
